metin,kategori
davutoğlu d 8 dışişleri bakanları toplantısına katıldı dışişleri bakanı ahmet davutoğlu pakistan ın başkenti i slamabad da beşli d 8 dışişleri bakanları toplantısına katıldı toplantıda davutoğlu nun yanı sıra mısır dışişleri bakanı muhammed kemal amr i ran dışişleri bakanı ali akbar salehi pakistan dışişleri bakanı hina rabbani khar ve endonezya dışişleri bakanı marty natalegawa da yer aldı ci han,dunya
trabzonspor a iyi haber spor toto süper lig de zor günler geçiren trabzonspor ve bordo mavili renklere gönül veren taraftarlara iyi haber geldi gençlik ve spor bakanlığı nın başbakanlık toplu konut i daresi toki ile imzaladığı protokoller çerçevesinde inşa edilecek akyazı spor kompleksi nde ihale için geri sayım başladı kompleksin ön yeterlilik ihalesi 14 şubat ta saat 15 00 te gerçekleştirilecek ön yeterlilik ihalesinin değerlendirmesi sonucu yeterliği tespit edilen firmalar arasından ön yeterlik idari şartnamesinde belirtilen kriterlere göre kısa listeye giren firmalar belirlenecek daha sonra ihalenin teklif alma oturumunda kısa listeye giren firmalardan teklifler alınarak ihale sonuçlandırılacak 40 bin seyirci kapasiteli stadyum spor kompleksi karadeniz de 800 bin metrekarelik dolgu sahada hayata geçirilecek projede 40 bin kişilik stadyumun yanı sıra gençlik ve spor i l müdürlüğü hizmet binası kamp eğitim merkezi binası açık spor tesisleri 2 doğal çim sahası 5 sentetik çim saha 4 tenis kortu 2 basketbol sahası 1 voleybol sahası 4 bin kişilik arıtma tesisi çocuk parkı 440 araçlık kapalı ve bin 200 araçlık da açık otopark ile naklen yayın araçları park alanı bulunuyor akyazı spor kompleksi nin ihaleye çıkıldıktan sonra 700 iş gününde bitirilmesi planlanıyor,spor
potada 2 ayrı kartal türki ye kadınlar basketbol ligi nde üst üste 3 maç kazanan beşiktaş 2 yarıdaki performansıyla fark yarattı ligin ilk yarısında tüm rakiplerine yenilen siyah beyazlılar 2 yarıya deplasmanda tarsus belediyesi ni 81 64 mağlup ederek başladı ardından evinde ceyhan belediyesi ni 92 77 yenen kartal ligde kalma mücadelesi verdiği samsun basketbol u da 73 72 le devirerek 3 te 3 yaptı,spor
trabzonspor un kötü sezonu spor toto süper lig de yaşadığı puan kayıplarıyla kötü bir dönem geçiren ve zirve yarışında geriye düşen trabzonspor tarihi yenilgiler de aldı ligde 18 hafta sonunda aldığı 6 galibiyet 6 beraberlik ve 6 mağlubiyetle 24 puan toplayarak 9 uncu sırada yer alan bordo mavililer bu dönemde 4 tarihi yenilgi yaşadı bordo mavililer lig tarihinde bursaspor eskişehirspor ve kardemir karabükspor maçlarında sahasında i stanbul büyükşehir belediyespor a da deplasmanda ilk kez mağlup oldu daha önce hüseyin avni aker stadı nda ligin 9 haftasında bursaspor a 1 0 ligin 13 haftasında eskişehirspor a 3 0 ligin 16 haftasında i stanbul büyükşehir belediyespor a deplasmanda 2 1 yenilen karadeniz ekibi kardemir karabükspor a da dün 3 1 yenilerek tarihi yenilgilerine bir yenisini daha ekledi trabzonspor bursaspor karşısında hüseyin avni aker stadı nda yaptığı 37 maçta ilk yenilgisini yaşamıştı 1974 75 sezonunda iki takım arasında başlayan lig serüveninde bu sezona kadar sahasındaki 36 maçta 24 galibiyet ve 12 beraberlik elde eden karadeniz ekibi 1 0 lık mağlubiyetle rakibine ilk kez kaybetmişti bordo mavililer eskişehirspor a ile sahasında yaptığı 19 maçta ilk yenilgisini aldı 18 maçın 12 sinden galibiyet 6 sından beraberlikle ayrılan karadeniz ekibi 3 0 lık farklı mağlubiyetle tarihinde ilk kez sahasında rakibine yenilmişti ligin 16 haftasında i stanbul büyükşehir belediyespor a 2 1 mağlup olan trabzonspor i stanbul da rakibine ilk kez bir lig mücadelesinde yenildi rakibiyle ligde daha önce atatürk olimpiyat stadı nda yaptığı 5 maçı da kazanan bordo mavili takım aynı başarıyı gösteremedi kardemir karabükspor karşısında daha önce sahasında oynadığı 5 maçtan da galibiyetle ayrılan bordo mavili takım galibiyet serisini sürdüremeyerek rakibine ilk kez evinde 3 puan verdi son 5 sezonun en kötüsü trabzonspor ligde son 5 sezon içerisindeki en kötü dönenimini yaşıyor ligde 18 haftada 24 puan toplayan bordo mavililer en son 2007 2008 sezonunda 22 puan toplayarak 10 sırada yer almıştı bordo mavililer ligde 18 hafta sonu itibariyle 2008 2009 sezonunda 38 puan ile 2 sırada 2009 2010 sezonunda 30 puanla 6 sırada 2010 2011 sezonunda 43 puan ile 1 sırada 2011 2012 sezonunu ise 27 puanla 6 sırada yer bulmuştu son 6 sezonda 18 haftalar itibariyle trabzonspor un puan cetvelindeki durumu şöyle sezon o g b m a y puan sıra 2012 2013 18 6 6 6 20 18 24 9 2011 2012 18 7 6 5 26 22 27 6 2010 2011 18 13 4 1 41 11 43 1 2009 2010 18 9 3 6 33 22 30 6 2008 2009 18 11 5 2 26 14 38 2 2007 2008 18 6 4 8 22 24 22 10,spor
beşiktaş mali kongresi 24 şubat ta beşiktaş kulübü nün yıllık olağan i dari ve mali genel kurul toplantısı nın tarihi belli oldu siyah beyazlı kulüpten alınan bilgiye göre bjk akatlar spor ve kültür kompleksi nde gerçekleştirilecek mali kongre 17 şubat pazar günü saat 10 00 da yapılacak i lk toplantıda çoğunluk sağlanamadığı takdirde ikinci ve son toplantı çoğunluğa bakılmaksızın 24 şubat pazar günü aynı yer ve saatte gerçekleştirilecek beşiktaş kulübü nün yıllık olağan i dari ve mali genel kurul toplantısı nda 1 ocak 27 şubat 2012 dönemi 28 şubat 25 mart 2012 dönemi 26 mart 31 aralık 2012 dönemi yönetim kurulunun idari ve mali bakımlardan ibrası oya sunulacak 2013 mali yılı bütçesinin görüşülüp karara bağlanacağı toplantıda ayrıca kulüp basketbol şubesinin kurulacak anonim şirkete devredilmesi ve basketbol faaliyetinin anonim şirket olarak sürdürülmesi hususunda yönetim kurulunun yetkilendirilmesi için genel kurul üyelerinin oyuna başvurulacak,spor
hastanelerde yeni dönem sağlık bakanlığı na bağlı hastanelerde idari işleyiş bakımından bugünden itibaren yeni bir dönem başlıyor i dari yapıdaki köklü değişiklikle yöneticilerin görevleri yeniden tanımlandı kamu hastane birlikleri faaliyete geçerek 87 genel sekreter atandı başhekimler artık sadece tıbbi hizmetlerden sorumlu olacak sağlık bakanlığı türkiye kamu hastaneleri kurumu başkanı hasan çağıl bugün başlayan yeni dönemi anlattı bugün itibariyle türkiye genelinde 87 kamu hastane birliğinin faaliyete geçtiğini bildiren çağıl kamu hastane birlikleri kamu hizmeti sunan hastanelerin her ilde bir tane kurulan birlik bölgesi içerisinde tek bir yönetim altında toplanmasıdır dedi i stanbul ankara ve i zmir de birden fazla birlik bulunduğunu ifade eden çağıl bu nedenle 87 birlik genel sekreterinin görev yapacağını bildirdi sözleşmeli yöneti ci dönemi yeni sistemle gelen en önemli değişiklikle hastaneler ve bunların bağlı olduğu birliklerdeki yöneticilerin tümünün sözleşmeli hale geldiğini anlatan çağıl sözleşme süresince bu yöneticilerin belirli kriterler baz alınarak karneyle takip edileceğini bildirdi karnesi iyi olanların görevine devam edebileceğini yeterli başarı gösteremeyenlerin ise ya kazancının düşeceğini ya da sınıfta kalacağını bildiren çağıl bunların sözleşmesinin sona ereceğini kaydetti sistemden amacın hastanelerde vatandaşa daha iyi hizmet sunmak olduğunu dile getiren çağıl bir yöneticinin karnesinde hangi notlar olacak sorusuna şu yanıtı verdi sağlık hizmetlerini hastaneleri her yönüyle takip ediyoruz hazırladığımız çok değişik karne notlarını oluşturacak parametreler var mesela en önemlileri çalışanlarla hastaların memnuniyeti bu en önemli parametrelerden birisi yine hastalarımızın sağlık hizmetine ulaşmasındaki süreler gecikme var mı zamanında ulaştırabiliyor muyuz veya ihtiyaç olan malzemeyi temin edebilme kabiliyeti bunu doğru bir şekilde takip etme bunun gibi yüze yakın parametre karne notunu oluşturacak hizmet kalitesi tıbbi hizmetin kalitesi aynı hastanın tekrar hastaneye gelme oranı gibi birçok parametre var bunlar yöneticilerimizin karne notlarını oluşturacak bazi durumlarda i ki nci şans veri lmeeycek yılda iki kez genel değerlendirme yapılacağını bunun haricinde her ay gözlemciler vasıtasıyla notlar verileceğini ifade eden çağıl obezite mücadelesi yapan ya da 112 acil gibi bakanlığın diğer birimlerinin vereceği notların da göz önüne alınacağını söyledi bazı önemli parametrelerin yerine getirilmemesi halinde ise yöneticilere ikinci bir şans tanınmayacağını vurgulayan çağıl ciddi sağlık problemlerine sebep olabilecek vatandaşımızın sağlık hizmeti alımını aksatabilecek ciddi noktalarda affetme ikinci şans verme ikinci altı ayı bekleme imkanımız yok o noktalarda kötü not alındığında hemen ilişiği kesilecek diye konuştu başheki m yeri ne heki mbaşi bir soru üzerine hastanelerdeki başhekimlerin görev tanımlarının da değiştiğini bildiren çağıl başhekimlerin geçmişte hastanelerin tüm yönetiminden sorumlu olduğunu anımsattı ancak ülkede eğitimi verilmesine rağmen sağlık idareciliğinin gelişemediğine dikkati çeken çağıl şu bilgileri aktardı bundan sonrası için başhekim dediğimiz kişileri gerçek anlamda hekimlik hizmetlerinin tıbbi hizmetlerin sorumlusu haline getiriyoruz onlar için hekimbaşı ya da tıbbi hizmetler direktörü diyebiliriz sadece tıbbi hizmetlerden tıbbi hizmeti veren kişilerin nöbetlerin çalışma yerlerinin planlanması yani bugünkü başhekimlik sağlık hizmetine artık ağırlık olarak yönelmiş bulunuyor verdiğimiz sağlık hizmetinin kaliteli olup olmadığı doğru hizmeti verip vermediğimiz hususları tamamen bugünkü başhekimlerin sorumluluğunda olacak özelleşti rmeye mi gi di yor kamu hastane birliklerinin kurulmasıyla bir süre sonra kamu hastanelerinin özelleştirilmesinin gündeme geleceği tartışmalarının anımsatılması üzerine çağıl ülkedeki sağlık sistemi hizmet sunumunda oluşmuş fiyatlar özel hastanelerin bile lütfen bizi kamu satın alsın dediği bir dönemde kamu hastanelerinin özelleştirilmesi hiç bir zaman gerçekleşmez ki bu sistem bunu da öngörmüyor dedi sistemin tamamen işini beceremeyen yöneticilerin kamunun sağladığı olanaklar içinde oturduğu koltuktan kalkmaması hadisesini ortadan kaldırdığını vurgulayan çağıl bunun sağlık hizmetinin gelişmesini bugüne kadar engelleyen en önemli problemlerden biri olduğuna dikkati çekti vatandaş memnuni yeti artacak vatandaş memnuniyetini artırmanın başlıca hedefleri olduğunu ifade eden çağıl hizmetin iyi sunumuyla memnuniyetin daha da artacağını söyledi hasta memnuniyetini çok yakından takip edeceklerini bildiren çağıl bunun anketler ya da bakanlığın sabi m gibi iletişim hatları yoluyla yapılacağını bildirdi otelci li k hi zmeti i çi n ayri yöneti ci bakanlık hastanelerinde aynı zamanda otelcilik hizmeti verildiğini bu konuda ciddi mesafe katettiklerini ifade eden çağıl bundan sonrasını çok daha profesyonellerin yönetimine devretmeyi düşünüyoruz o sebeple birlik yapısında kamu hastaneleri içerisinde özellikle belirli bir büyüklüğün üstündeki hastanelerde sağlık otelciliğini çok daha geliştirebilmeye yönelik ilave müdür dediğimiz otelcilik hizmetleri müdürlükleri oluşturduk bunlara yönelik altyapıyı da oluşturmaya çalışıyoruz diye konuştu bu hizmetin profesyonellerce yapılmasının yerinde olacağını vurgulayan çağıl uygulamanın ilk etapta 300 yatağın üzerindeki hastanelerde başlayacağını sonrasında daha küçük hastaneler için de yaygınlaştırılabileceğini belirtti bütün bunların hastalara daha iyi bir hizmet sunulması amacıyla uygulamaya geçirildiğini vurgulayan çağıl yeni yöneticilerin ciddi bir çalışmayla seçildiğini söyledi çağıl eskiden her hastane kendi adına her işi yapan birer yapıydı ama şimdi birlik yapısı oluşturduğumuz için 10 hastanede ayrı ayrı yapıyı farklı ekiplerle oluşturmak yerine birçok hizmeti tek bir yerde birlik noktasında oluşturduk hastanelere de çok küçük işler kaldı dedi çalışanlar için farklı bir sistem öngörülmediğini insan kaynaklarının verimli kullanılması için bu sisteme geçildiğini belirten çağıl çalışanların düzenini bozmak ya da yerlerini değiştirmek niyetleri olmadığını vurguladı bi rli k sekreterleri bugün itibariyle göreve başlayacak birlik genel sekreterleri şunlar adana kemal kiraz adıyaman hüseyin şen afyonkarahisar ayhan erenoğlu ağrı burak karabulut aksaray ertuğrul ünkoç amasya mehmet rüştü ertosun ankara 1 şerif serdar mercan ankara 2 doğan akdoğan antalya erdoğan taş ardahan gökhan demiral artvin ekrem akbaş aydın mehmet özkan balıkesir hasan yılmaz bartın osman açıkgöz batman faruk günak bayburt hulki aşır bilecik mustafa yılmaz bingöl muhammet akif güler bitlis şevki erkal bolu murat özmen burdur sedat kavas bursa yavuz baştuğ çanakkale kenan eliuz çankırı mehmet tahiroğlu çorum turgay happani denizli kasım çetin diyarbakır muhammet güzel kurtoğlu düzce lütfi çırakoğlu edirne i lhan açıkgöz elazığ tarkan özdemir erzincan i smayil yılmaz erzurum fazlı erdoğan eskişehir hüseyin seyhan fidan gaziantep kadir çağlar çatak giresun beytullah şahin gümüşhane aziz ahmet surel hakkari vakkas özmercan hatay ömer akın iğdır bülent kaya isparta osman aydın i stanbul ana güney tuncay palteki i stanbul ana kuzey şuayip birinci i stanbul bakırköy i hsan bakır i stanbul beyoğlu güven bektemur i stanbul fatih hamza müslümanoğlu i zmir güney behzat özkan i zmir kuzey osman nuri dilek kahramanmaraş kamil türkmen karabük seyfettin kalay karaman nuriye ulu kars hasan arslan kastamonu mustafa uyanık kayseri ahmet gödekmerdan kırıkkale dilek öztaş kırklareli muhammed mustafa saymaz kırşehir mehmet öncel kilis sedat çakıcı kocaeli hasan aydınlık konya mehmet bekerecioğlu kütahya mithat ekici malatya şükrü özdemir manisa murat türkyılmaz mardin muhammet şemseddin döğücü mersin mehmet yavuz gözükara muğla gürbüz akçay muş hacı yusuf güneş nevşehir atila oğuz boyalı niğde emirhan yardan ordu hasan öztürk osmaniye cem uraldı rize şafak sünbül sakarya ünal küçükyılmaz samsun hasan rıza aydın siirt muhammet doğan sinop haluk ünver sivas i brahim ethem özsoy şanlıurfa turhan sulhan şırnak hakan tokur tekirdağ yakup çağ tokat arslan erkan trabzon mustafa kasapoğlu tunceli yusuf güney uşak yalçın atlı van vural polat yalova ahmet altıner yozgat tuncay öztürk zonguldak korkut eren,saglik
yiğidoları yabancı oyuncuları sırtlıyor sivasspor un spor toto süper lig ve ziraat türkiye kupası nda rakiplerine attığı 16 golden 13 ü yabancı oyunculardan geldi 10 u ligde 2 si ziraat türkiye kupası nda toplam 12 maça çıkan kırmızı beyazlı ekip 2 si kupada olmak üzere 5 galibiyet 3 beraberlik ve 4 yenilgi aldı bu maçlarda 16 kez gol sevinci yaşayan sivasspor da gollerin dağılımında yabancı futbolcuların üstünlüğü dikkati çekti gollerin 13 ü yabancı futbolculardan gelirken 3 gol de ise yerli futbolcuların imzası bulunuyor ziya erdal ın spor toto süper lig in 9 haftasında sivas ta oynanan karşılaşmada akhisar belediyespor a 87 dakikada attığı gol türk futbolcular adına ligde kaydedilmiş tek gol oldu yerli futbolcular adına diğer goller ise ziraat türkiye kupası ndaki trabzon kanuni futbol kulübü ve i stanbul güngörenspor maçlarında erman kılıç tan geldi eneramo yine iş başında 2011 2012 futbol sezonunda attığı 15 golle kırmızı beyazlı ekibin en golcü ismi olarak dikkati çeken nijeryalı forvet michael eneramo bu sezona da iyi bir başlangıç yaptı takımın gol yükünü çeken eneramo 2 si kupada olmak üzere 6 kez fileleri havalandırdı eneramo yu 3 golle sezon başında takıma katılan fransız orta saha oyuncusu aatif chahechoue 2 golle de polonyalı orta saha oyuncusu kamil grosicki takip ediyor sivasspor un yabancı futbolculardan kazandığı diğer goller ise ricardo pedriel suarez ve jakup navratil den geldi sivasspor da yerli ve yabancı oyuncuların gol attığı maçlar şöyle spor toto süper lig goller gaziantepspor sivasspor 0 1 ricardo pedriel suarez sivasspor mersin i dmanyurdu 3 3 aatif chahechouhe michael eneramo 2 sivasspor kasımpaşa 1 0 aatif chahechouhe beşiktaş sivasspor 0 1 aatif chahechouhe sivasspor bursaspor 2 2 jakub navratil michael eneramo medical park antalyaspor sivasspor 4 2 kamil grosicki michael eneramo sivasspor akhisar belediyesi 1 2 ziya erdal ziraat türkiye kupası trabzon kanuni futbol kulübü sivasspor 0 3 erman kılıç kamil grosicki michael eneramo i stanbul güngörenspor sivasspor 0 2 michael eneramo erman kılıç,spor
sneijder transferi twitter ı salladı uzun uğraşlar sonrası galatasaray a transferi gerçekleşen hollandalı yıldız wesley sneijder in i stanbul a geleceği haberi taraftarlar tarafından büyük sevinç ile karşılandı twitter da hızla takip takipçisi artan sneijder sosyal medyanın en çok konuşulan konularından biri oldu transferi yılan hikayesine dönen ve teknik ekiple yönetimin arasının açılmasına da neden olan wesley sneijder galatasaray a resmi imzayı attığının bildirilmesi ile bir anda sosyal medyada günün konusu oldu sneijder ı twitter da 2 saat gibi kısa bir sürede yaklaşık 30 bin taraftar takip etmeye başladı wesley sneijder adı en çok tweet atılanlar listesinde yer aldı parçalı formasını giydi parçalı çok yakışmış hoş geldin wesley tweetleri dikkat çekti i şte twitter daki yorumlar şimdi statta anonsu yapan görevli wesley diye bağırıp tribünler de sneijder diye cevap mı verecek 107 yaşındaki roberto carlos u almıştınız siz lan sneijder ile kıyaslıyorsunuz bi de galatasaray ın sneijder transferinin tek nedeni pes13 sabri 85 ile takımın en iyisiydi wesley oos 88 ile geçti o da ne gs lı futbolcular hamit sneijder burak ve selçuk frikik için taş kağıt makas oynadılar bir zamanlar maldonado gibi futbolcuları havaalanında 10 binlerle karşıladık şimdi sneijder alındı diye üzülecek duruma geldik nassı yani vasat bir şehrin adını sneijder koyalım sneijder konusunda hala para diyenler var ağlamayın üzülüyoruz lan sneijder i hafta içleri maçımız olmadığı zaman başka takımlara kiralıyalım 2 aya kalmaz kaka yı da alırız üç sene önce neydi şimdi ne oldu bu orta saha barış ayhan m sarp selçuk hamit sneijder nerden nereye sneijder aynı zamanda şampiyonlar ligi kazanmış bir takımın 10numarası olup da türkiye ye transfer olan ilk futbolcudur elazığ ile içerde 2 2 berabere kal sonra ezeli rakibin sneijder i açıklasın psikolojik üstünlük kurmak bizim işimiz şampiyonlar ligi nden elenince bize geçen paranız vardı ya işte o parayla sneijder i izleyebileceksiniz size de hayırlı olsun fenerbahçe çilek falan dediniz ama bu sneijder bu bildiğiniz meyve bahçesi arkadaşlar wesley sneijder galatasaray da haberini öğrenen aziz yıldırım hemen samet i aradı doğru mu samet sneijder in gelisine en cok irmak kazuk sevinmistir sneijder in 7 5m euro luk bonservisinin bir kısmını şampiyonlar ligi ön elemelerinde elenen fenerbahçe ödedi wesley sneijder in forma giydiği 3 takım da şampiyonlar ligi şampiyonu oldu fener in cl den elenmesi ile kazanilan para ile biz sneijder i aldik inter o parayla belhanda yi alirsa gülmekten ölürüm hoşgeldin wesley sneijder forvetteki partnerin johan elmander gözünü seveyim güzel oyna bilader,spor
dilipak toktamış hoca yı anlattı abdurrahman dilipak bugün vefat eden prof dr toktamış ateş le dostluklarını anlattı alaz kuseyri i stanbul farklı ideolojilere mensup olmalarına rağmen hoşgörü üzerine kurulu ilişkileriyle dostluklarını devam ettiren iki dost bugün birbirinden ayrıldı vakit yazarı abdurrahman dilipak geçmişte öğrencisi olduğu toktamış ateş i anlattı i stanbul bilgi üniversitesi nin kurucularından aynı zamanda i stanbul üniversitesi nin i ktisat fakültesi siyaset bilimi ve uluslararası i lişkiler bölümü başkanlığını da yapmış olan toktamış ateş geride yetiştirdiği binlerce öğrenci bıraktı atatürkçü düşüncesinden taviz vermeyen bir dönem cumhuriyet gazetesinde yazıları yayımlanan ateş in vakit gazetesi yazarı i slami camianın önde gelen isimlerinden abdurrahman dilipak ile televizyonda program yapması çok konuşulmuştu sadece üç ay sürmesine rağmen medya tarihinde önemli bir yer edinen programdan sonra ateş dilipak ikilisi ülkenin birçok yerinde toplantılara katılmıştı o hocamdi toktamış ateş in i stanbul ticari i limler akademisi gazetecilik ve halkla i lişkiler yüksek okulu ndan öğrencisi olan gazeteci yazar abdurrahman dilipak duygularını akşam la paylaştı toktamış ateş iyi bir insandı kavgacı biri değildi üniversitede hocamdı neşeliydi babacandı aşırılığı yoktu çatışmaya karşı biriydi diyalogdan yanaydı farklılıklarımıza rağmen barış içinde bir arada yaşama idealine sahip çıktı üniversitede başörtüsüne karşı bir tavır koymadığı ve ötekileştirilen kesimlerle diyaloga açık olduğu için kemalist sol çevrelerce eleştirildi dışlandı ama o yolundan taviz vermedi yurtsever bir aydındı bizim birlikteliğimizden memnun olmayanlar bizi andıçladı toktamış hoca ılımlı bir kemalist idi sol eğilimliydi pratikleri olmasa da inançlıydı bizim birbirimize duyduğumuz saygı ve kavgacı olmamamız sonucunda hoca yı cumhuriyet ten dışladılar yazarlığa bugün de devam etti geçmişte çatışmadan uzak farklılıklarımıza rağmen birlikte yaşama idealini yücelten kişilerdik,guncel
galatasaray edremit i üçe katladı türkiye kadınlar basketbol ligi nde galatasaray edremit belediyesi ni 55 sayı farkla 88 33 yendi sarı kırmızılılar abdi i pekçi spor salonu nda oynanan karşılaşmanın ilk periyodunu 25 10 devreyi de 40 25 önde kapadı üçüncü periyotta aradaki farkı açan galatasaray bu çeyreği 63 31 önde bitirdi son periyotta rakibine 25 2 üstünlük sağlayan sarı kırmızılılar sahadan 88 33 galip ayrıldı ligde 17 maçında 14 üncü galibiyetini alan galatasaray da wauters 27 sayıyla maçın en skorer ismi oldu ligde son sırada yer alan edremit belediyespor ise 16 ncı mağlubiyetini aldı,spor
filipinler de çatışma 21 ölü mani la filipinli yetkililer ülkenin güneyindeki patikul kentindeki sulu bölgesinde moro i slami kurtuluş cephesi ve ebu seyyaf grupları arasındaki çatışmada 8 i moro i slami kurtuluş cephesi üyesi 13 ü ise ebu seyyaf militanı olmak üzere 21 kişinin öldüğünü açıkladı çatışmanın nedeninin ebu seyyaf ın elinde bulunan rehinelerin serbest bırakılmasının rededilmesi üzerine başladığı bildiriliyor moro i slami kurtuluş cephesi rehinelerin serbest bırakılması konusunda hükümete yardımcı olmak amacıyla girişim üstlendiklerini belirtti ebu seyyaf haziranda kaçırdıkları ramel vela ile roland letriro isimli 2 filipinli gazeteciyi dün serbest bırakmıştı bu arada örgütün elinde ürdünlü gazetecinin hala rehin tutulduğu tahmin ediliyor aa,dunya
tarihi fabrikanın kapısına kilit vuruldu 1967 de temeli atıldıktan 2 yıl sonra üretime başlayan şişecam topluluğu bünyesindeki topkapı fabrikası nın kapatılacağı resmen açıklandı karara tepkili olan çalışanlar mağdur edildiklerini belirtti anadolu cam sanayii a ş adına yapılan yazılı açıklamada topkapı fabrikası ndaki faaliyetlerin 31 aralık itibari ile durduğu açıklandı şirket açıklamasında isteyen personelin eskişehir deki fabrikaya kaydırılacağı ifade edildi yazılı açıklamada i stanbul büyükşehir belediyesi nin daha önce aldığı kararla fabrikanın bulunduğu bölgeyi sanayi bölgesi statüsünden çıkardığı hatırlatılarak şu bilgiye yer verildi şişecam topluluğu olarak kurumsal değerlerimiz içerisinde yer alan yasalara ve çalışan haklarına saygı ilkeleri çerçevesinde topkapı fabrikası nın faaliyetinin son bulması nedeniyle çalışanlarımıza karşı doğacak kanuni yükümlülüklerimizi her zaman olduğu gibi eksiksiz olarak yerine getirmekteyiz şi şecam i şçi leri ai leleri yle yürüdü ocak ayının ikinci yarısında faaliyete başlayacak olan anadolu cam eskişehir sanayi a ş fabrikasında çalışmak isteyen topkapı fabrikası personelinin taleplerinin de mevcut kadrolar dahilinde değerlendirmeye alınacağı duyurulmuştur 135 çalışanın ayrılma kararı aldığı belirtilen açıklamada eskişehir fabrikası için planlanan teknisyen kadrolarına atanmak üzere topkapı fabrikası saat ücretli personelinden 50 kişi ile ilgili değerlendirilme süreci ile eskişehir fabrikası nda çalışmak isteyen diğer personelimizin başvuruları ile ilgili süreç devam etmektedir denildi açıklamanın devamında fabrikayı kapatma kararının sürpriz bir karar olmadığı savunularak şu ifadelere yer verildi i lgili bütün tarafların bilgisi dahilinde ve karşılıklı müzakereyle yürütülen uzunca bir sürecin sonucunda ekonomik teknolojik ve çevresel faktörler yararına kaçınılmaz bir zorunluluk olarak uygulamaya konulmuş olduğunu saygıdeğer kamuoyunun bilgilerine sunarız fabri ka taşindi i şçi ler ortada kaldi kristal i ş sendikası genel başkanı bilal çetin düzenlenen protesto eylemi nedeni ile yaptığı açıklamada yaptıkları tüm çağrılara rağmen taleplerinin duyulmadığını söyleyerek şişecam en eski fabrikalarından biri olan anadolu cam sanayi topkapı fabrikasını i stanbul dan eskişehir e taşıyor şişecam kapanma diyor ama bu bir kapanma değil taşınmadır on yıllardır i stanbul da üretim yapan fabrikanın bacası artık eskişehir de tütecek şişecam bu fabrikanın yerine bir başka fabrikayı üretime hazırladı i şveren makinalarını teçhizatını taşıyor ama işçileri taşımak istemiyor fabrika kapanmıyor taşınıyor o halde işçiler de taşınmalı işçilerin de işi korunmalıdır dedi fabrikanın kapatılacağı haberinden günler önce işçiler aileleri ile birlikte kararı protesto eylemleri yaptı kristal i ş sendikası nın örgütlü olduğu fabrika önünde yapılan eylemlere çeşitli sivil toplum örgütleri ve siyasi partilerden de destek gelmişti,guncel
i şte fenerbahçe nin zarar tablosu sarı lacivertli kulüp resmi internet sitesinden sitesinden yapılan eleştirilere cevap verdi i şte o açıklama 2012 2013 sezonu maçları kapsamında spor toto süper lig ve ziraat türkiye kupası maçlarında taraftarımızın neden olduğu saha olayları ve kötü tezahürat nedeniyle 110 000 tl para cezası ödenmesine 2012 2013 sezonu maçları kapsamında uefa müsabakalarında taraftarımızın neden olduğu saha olayları ve kötü tezahürat nedeniyle 243 000 euro ve ifade edilen eylemlerin tekrarı nedeniyle uefa avrupa ligi son 32 turunda evimizdeki maçın seyircisiz oynanmasına 2012 2013 sezonunda voleybol kadın erkek takımlarımızın maçlarında taraftarlarımızın neden olduğu saha olayları ve kötü tezahürat nedeniyle 30 000 tl para cezası ödenmesine yine aynı sezonda taraftarımızın basketbol müsabakalarında neden olduğu eylemler nedeniyle verilen disiplin cezaları kapsamında 10 000 tl para cezası ödenmesine 2011 2012 sezonunda ise yine basketbol müsabakalarında taraftarımızın neden olduğu eylemler nedeniyle 98 500 00 tl para cezası ödenmesine karar verilmiştir cezaları alt alta sıraladığımızda kulübümüzün adına çok yüksek bir gider kalemi ortaya çıkmakta bate borisov maçının seyircisiz oynanması da kulübümüzü ayrıca en az 2 000 000 liralık gelirden daha yoksun bırakmaktadır fenerbahçe spor kulübü başkanına ve yönetim kuruluna yönelik yapılacak olası eleştiriler sınırı aşmamak ve kulübümüze maddi manevi zarar uğratmamak kaydıyla demokratik haklar çerçevesinde yer almaktadır ancak başta futbol takımımız olmak üzere fenerbahçe ye zarar veren ve sınırı aşan kural dışı yaklaşımların takımlarımızdan herhangi birinin rakipleri karşısında eşit yarışma hakkını elinden alması durumunda her tür tedbirin tarafımızca alınacağını da bilinmesini isteriz kulübümüz tarafından alınan tüm bu tedbirler sezon başında takımını desteklemek için kombine ve loca alan kulübüne destek olmak adına hiçbir fedakarlıktan kaçınmayan taraftarlarımızın haklarının korunmasını sağlamak içindir fenerbahçe futbol a ş,spor
